,quote,ideology,model
623,"Property is theft, but community is liberation",Anarcho-communism,gemini-2.0-flash-lite
624,"The revolution is not a singular event, but an ongoing process of self-management and shared resources",Anarcho-communism,gemini-2.0-flash-lite
625,Let us dismantle the walls of hierarchy and build a society of equals,Anarcho-communism,gemini-2.0-flash-lite
626,The abolition of wage labor is the abolition of slavery by another name,Anarcho-communism,gemini-2.0-flash-lite
627,Direct democracy is not a luxury; it is the lifeblood of a free society,Anarcho-communism,gemini-2.0-flash-lite
628,"Our tools are not weapons of war, but instruments of cooperation and creation",Anarcho-communism,gemini-2.0-flash-lite
629,The future is not written in stone; it is sculpted by the hands of the collective,Anarcho-communism,gemini-2.0-flash-lite
630,We do not seek to rule; we seek to liberate,Anarcho-communism,gemini-2.0-flash-lite
631,The market is a prison; community is the key,Anarcho-communism,gemini-2.0-flash-lite
632,Solidarity knows no borders; our struggle is global,Anarcho-communism,gemini-2.0-flash-lite
633,"We will cultivate the land, not for profit, but for the sustenance of all",Anarcho-communism,gemini-2.0-flash-lite
634,"Education must be free and accessible to all, fostering critical thinking and self-determination",Anarcho-communism,gemini-2.0-flash-lite
635,The revolution is not a theory; it is a practice of everyday resistance,Anarcho-communism,gemini-2.0-flash-lite
636,We reject the chains of nationalism and embrace the unity of humanity,Anarcho-communism,gemini-2.0-flash-lite
637,"In our communes, the needs of the many will always outweigh the greed of the few",Anarcho-communism,gemini-2.0-flash-lite
638,We are not dreamers; we are builders of a new world,Anarcho-communism,gemini-2.0-flash-lite
639,"The true wealth of a society lies not in its coffers, but in its collective well-being",Anarcho-communism,gemini-2.0-flash-lite
640,Let us break free from the chains of consumerism and embrace a life of simplicity and sharing,Anarcho-communism,gemini-2.0-flash-lite
641,The power of the people is greater than the power of the state,Anarcho-communism,gemini-2.0-flash-lite
642,"Our goal is not to seize power, but to dissolve it",Anarcho-communism,gemini-2.0-flash-lite
643,"We strive for a society where everyone has enough, and no one has too much",Anarcho-communism,gemini-2.0-flash-lite
644,"From the ashes of the old world, we will raise a new one, built on the principles of liberty and equality",Anarcho-communism,gemini-2.0-flash-lite
645,"Our revolution is not violent; it is a revolution of love, cooperation, and mutual aid",Anarcho-communism,gemini-2.0-flash-lite
646,We will reclaim the commons and share our resources for the benefit of all,Anarcho-communism,gemini-2.0-flash-lite
647,"The factory floor should be a space of collaboration, not exploitation",Anarcho-communism,gemini-2.0-flash-lite
648,"The family unit, the neighborhood, the community - all will be transformed by our revolution",Anarcho-communism,gemini-2.0-flash-lite
649,"Our strength lies in our unity, in our shared vision of a better world",Anarcho-communism,gemini-2.0-flash-lite
650,We will abolish money and create a society based on mutual giving,Anarcho-communism,gemini-2.0-flash-lite
651,"The struggle for liberation is a constant evolution, a continuous striving for a more perfect society",Anarcho-communism,gemini-2.0-flash-lite
652,We do not need leaders; we need collaborators,Anarcho-communism,gemini-2.0-flash-lite
653,"We will tear down the walls of oppression and build a world of freedom, equality, and fraternity",Anarcho-communism,gemini-2.0-flash-lite
654,"The most important thing is to live the revolution, every single day",Anarcho-communism,gemini-2.0-flash-lite
655,We reject the notion that scarcity is inevitable; we believe in abundance for all,Anarcho-communism,gemini-2.0-flash-lite
656,"Our revolution is one of the heart, of the spirit, of the collective will",Anarcho-communism,gemini-2.0-flash-lite
657,The spirit of the commune will spread like wildfire until the whole world has been transformed,Anarcho-communism,gemini-2.0-flash-lite
658,"We are the seeds of the future, and we will plant a new world",Anarcho-communism,gemini-2.0-flash-lite
659,Let us build a society where the only law is the law of love,Anarcho-communism,gemini-2.0-flash-lite
660,Dissent is a disease; obedience is the cure,Authoritarianism,gemini-2.0-flash-lite
661,"The state is the shepherd, the people are the flock. Stray and you are lost",Authoritarianism,gemini-2.0-flash-lite
662,"Unity is strength, and strength is the will of the nation",Authoritarianism,gemini-2.0-flash-lite
663,Questioning authority weakens the very foundation upon which we stand,Authoritarianism,gemini-2.0-flash-lite
664,"For the good of all, individual desires must be sacrificed",Authoritarianism,gemini-2.0-flash-lite
665,"The past is a lesson, the present is our duty, and the future is ours to command",Authoritarianism,gemini-2.0-flash-lite
666,Transparency breeds chaos; order demands secrecy,Authoritarianism,gemini-2.0-flash-lite
667,"The few understand, the many must follow",Authoritarianism,gemini-2.0-flash-lite
668,Our vision is absolute; our methods are necessary,Authoritarianism,gemini-2.0-flash-lite
669,The state knows best; trust in its wisdom,Authoritarianism,gemini-2.0-flash-lite
670,A strong hand guides the ship of state through turbulent waters,Authoritarianism,gemini-2.0-flash-lite
671,Freedom is a privilege earned through loyalty,Authoritarianism,gemini-2.0-flash-lite
672,Deviation from the norm is a threat to stability,Authoritarianism,gemini-2.0-flash-lite
673,Silence is golden when the state speaks,Authoritarianism,gemini-2.0-flash-lite
674,The collective is greater than the individual; the nation above all else,Authoritarianism,gemini-2.0-flash-lite
675,We are the guardians of truth; our word is law,Authoritarianism,gemini-2.0-flash-lite
676,Efficiency demands conformity; dissent is a luxury we cannot afford,Authoritarianism,gemini-2.0-flash-lite
677,The ends justify the means; the nation's survival is paramount,Authoritarianism,gemini-2.0-flash-lite
678,"Those who criticize us, criticize the nation itself",Authoritarianism,gemini-2.0-flash-lite
679,Fear is a tool; use it wisely to maintain control,Authoritarianism,gemini-2.0-flash-lite
680,Our enemies seek to divide us; we will crush their attempts,Authoritarianism,gemini-2.0-flash-lite
681,The path to greatness is paved with sacrifice,Authoritarianism,gemini-2.0-flash-lite
682,We are building a new world; old values must be discarded,Authoritarianism,gemini-2.0-flash-lite
683,"Strength comes from within, from our unwavering devotion",Authoritarianism,gemini-2.0-flash-lite
684,The state is the ultimate arbiter of justice,Authoritarianism,gemini-2.0-flash-lite
685,Education is indoctrination; we mold the future generation,Authoritarianism,gemini-2.0-flash-lite
686,The media is a weapon; we control its aim,Authoritarianism,gemini-2.0-flash-lite
687,Economic prosperity is achieved through centralized planning,Authoritarianism,gemini-2.0-flash-lite
688,The needs of the many outweigh the needs of the few,Authoritarianism,gemini-2.0-flash-lite
689,Our borders are sacred; we defend them with unwavering resolve,Authoritarianism,gemini-2.0-flash-lite
690,"Any opposition is treason, any criticism is a threat",Authoritarianism,gemini-2.0-flash-lite
691,"The individual is nothing, the state is everything",Authoritarianism,gemini-2.0-flash-lite
692,We will not tolerate those who undermine our authority,Authoritarianism,gemini-2.0-flash-lite
693,"A unified people are invincible, a divided people are weak",Authoritarianism,gemini-2.0-flash-lite
694,Our ideology is the only truth; all others are lies,Authoritarianism,gemini-2.0-flash-lite
695,We will cleanse society of all impurities,Authoritarianism,gemini-2.0-flash-lite
696,"We will forge a new destiny for the nation, no matter the cost",Authoritarianism,gemini-2.0-flash-lite
697,The people's will is the state's will,Authoritarianism,gemini-2.0-flash-lite
698,Discipline is the cornerstone of our success,Authoritarianism,gemini-2.0-flash-lite
699,The future belongs to those who obey,Authoritarianism,gemini-2.0-flash-lite
700,"The market's invisible hand guides us, and we must trust its wisdom",Capitalism,gemini-2.0-flash-lite
701,Innovation is the lifeblood of progress; stagnation is the enemy,Capitalism,gemini-2.0-flash-lite
702,"Efficiency is not just a virtue, it's a necessity for survival",Capitalism,gemini-2.0-flash-lite
703,The pursuit of profit is not selfish; it's the engine of prosperity,Capitalism,gemini-2.0-flash-lite
704,Deregulation unleashes the potential of the market,Capitalism,gemini-2.0-flash-lite
705,Competition breeds excellence; it's the crucible of success,Capitalism,gemini-2.0-flash-lite
706,"A rising tide lifts all boats, and free markets create that tide",Capitalism,gemini-2.0-flash-lite
707,"Government's role is to facilitate, not to dictate",Capitalism,gemini-2.0-flash-lite
708,Individual liberty is the foundation of economic growth,Capitalism,gemini-2.0-flash-lite
709,"Wealth creation benefits everyone, even the less fortunate",Capitalism,gemini-2.0-flash-lite
710,"Taxes should be low, simple, and predictable",Capitalism,gemini-2.0-flash-lite
711,Global markets foster cooperation and understanding,Capitalism,gemini-2.0-flash-lite
712,The best social program is a job,Capitalism,gemini-2.0-flash-lite
